Item Code,Item Name,Barcode,Cost,VAT.Rsp,GP.%,Qty,Category,Supplier,Brand
6039333,AK CREAMY PEANUT BUTTER 12 OZ,40232825460,12.69,14.5,12.46%,5,Peanut Butter,AL MAYA TRADING CO. LLC,AMERICAN KITCKEN(AK)
6039336,AK CRUNCHY PEANUT BUTTER 12 OZ,40232825439,12.68,14.5,12.52%,3,Peanut Butter,AL MAYA TRADING CO. LLC,AMERICAN KITCKEN(AK)
6039615,AK SOY SAUSE 10 OZ,0040232825798,7.25,8.5,14.75%,6,Sauces,AL MAYA TRADING CO. LLC,AMERICAN KITCKEN(AK)
6040032,AL MADINA GARAM MASALA,40032,11.55,21.0,45.00%,10,G MASALAS (WEIGHED),AL JOWAIRIA FLOURMILLS,DC BULK
6040039,AL MADINA TURMERIC POWDER NO-1,40039,6.82,9.5,28.16%,50,SPICES (WEIGHED),AL JOWAIRIA FLOURMILLS,DC BULK
6040264,KOPIKO BROWN COFFEE 27.5GM,8996001410547,1.31,1.5,12.50%,0,Coffee,HASHEMIZADEH TRADING CO. L.L.C,KOPIKO
6040349,BLU SEA WHITE FISH FILLET 1KG,8936048400064,12.08,14.0,13.75%,10,Fish Fingers & Steak,AL TAYEB DISTRIBUTION - SOLE PROPRIETORSHIP L.L.C,BLUE SEA
6040446,BRUT BODY SPRAY ATTRACTION TOTALE  200ML,8712561803274,8.55,10.95,21.95%,6,Body Spray & Deodorant,SARA GROUP HOLDINGS L.L.C DUBAI BRANCH,BRUT
6040567,JAGUAR TOBACCO LIGHT,6291104946248,6.12,10.5,41.67%,6,CIGARETTE,ROMA SHISHA GENERAL TRADING LLC,NO BRAND
6040569,JAGUAR TOBACCO STRONG,6291104946255,6.12,12.0,48.96%,26,CIGARETTE,ROMA SHISHA GENERAL TRADING LLC,JAGUAR
6040648,VANITY FRUIT CONT NO : 3,2362124501558,2.89,4.725,38.89%,1,Plastic.Contanr,ASCO HOUSEHOLD TRADING LLC,AZCO
6042014,JOCKEY ZONE STRETCH BOXER BRIEF GRYML /L,8901326056851,21.52,30.996,30.56%,0,Mens Briefs,YELLOW FLOWER TRADING FZCO(JOCKY),JOCKEY
6042731,JAGUAR CLASSIC RED EDT MEN 100ML,7640111493693,35.7,43.0,16.98%,2,PREMIUM PERFUMES & COLOR COSME,YOUSCO TRADING LLC,JAGUAR
6043238,SOUP PLATE NO.7,6291104221383,2.89,4.5,35.83%,11,Plates,KHIARA STORE L.L.C,RAJ
6043239,SOUP PLATE NO.8,6291101403515,3.68,5.5,33.18%,9,Plates,KHIARA STORE L.L.C,NO BRAND
6043250,RAJ CLASSIC TEA STAINER NO.1,6291101403720,2.62,4.5,41.67%,1,Kitchen Tools,KHIARA STORE L.L.C,RAJ
6043251,RAJ CLASSIC TEA STAINER NO.2,6291101403737,2.89,5.0,42.25%,3,Kitchen Tools,KHIARA STORE L.L.C,RAJ
6043260,"RAJ STEEL PIPE HANDLE BLASTING 14""",6291101401788,4.73,7.0,32.50%,1,Kitchen Tools,KHIARA STORE L.L.C,RAJ
6043261,"RAJ STEEL PIPE HANDLE LADDLE 14""",6291104223943,4.72,7.0,32.50%,4,Kitchen Tools,KHIARA STORE L.L.C,RAJ
6043262,"RAJ STEEL PIPE HANDLE SKIMMER 14""",6291101402051,4.73,7.0,32.50%,3,Kitchen Tools,KHIARA STORE L.L.C,RAJ
6043263,"RAJ STEEL PIPE HANDLE TURNER 14""",6291101407544,4.73,7.0,32.50%,1,Kitchen Tools,KHIARA STORE L.L.C,RAJ
6043293,RAJ STEEL HOT STAND MEDIUM,8433614725441,3.68,5.5,33.18%,5,Kitchen Tools,KHIARA STORE L.L.C,RAJ
6043309,NATIONAL CUTTING BOARD MEDIUM,6291104220911,12.6,16.0,21.25%,6,Kitchen Tools,KHIARA STORE L.L.C,NATIONAL
6043310,NATIONAL CUTTING BOARD LARGE,6291104220928,15.22,20.5,25.73%,4,Kitchen Tools,KHIARA STORE L.L.C,NATIONAL
6043365,RAJ STEEL COLANDER 5QT 6291101403539,6291101403539,12.07,17.5,31.00%,3,Kitchen Tools,KHIARA STORE L.L.C,RAJ
6043416,KAVIRAJ ALUMINIUM SAUCE PAN,6291101402457,23.1,32.0,27.81%,1,Kitchen Tools,KHIARA STORE L.L.C,KAVIRAJ
6043418,KAVIRAJ ALUMINIUM SAUCE PAN MEDIUM,6291101402440,19.95,24.15,17.39%,2,Kitchen Tools,KHIARA STORE L.L.C,KAVIRAJ
6043423,KAVIRAJ ALUMINIUM SAUCE PAN SMALL,6291101402433,17.85,23.1,22.73%,2,Kitchen Tools,KHIARA STORE L.L.C,KAVIRAJ
6043494,MUKSTHA VATTI 4.5,6291101400569,1.84,2.95,37.71%,6,Kitchen Tools,KHIARA STORE L.L.C,NO BRAND
6043502,RAJ FLOAT SPOON SMALL,6291101406905,2.89,4.2,31.25%,4,Kitchen Tools,KHIARA STORE L.L.C,RAJ
6043503,RAJ FLOAT SPOON LARGE,6291101404338,3.41,5.0,31.75%,5,Kitchen Tools,KHIARA STORE L.L.C,RAJ
6043506,RAJ HEAVY BASIN 24.5CM,6291101400187,10.5,14.0,25.00%,2,Kitchen Tools,KHIARA STORE L.L.C,RAJ
6043507,RAJ HEAVY BASIN 26CM,6291101400194,11.55,15.5,25.48%,3,Kitchen Tools,KHIARA STORE L.L.C,RAJ
6043510,RAJ WASH KADAI NO.11,6291101407056,23.1,32.0,27.81%,1,Kitchen Tools,KHIARA STORE L.L.C,RAJ
6043519,AMERICAN HARVEST MAYONNAISE 946ML,6295055187163,6.82,7.95,14.15%,189,Mayonnaise,BAGASON MIDDLE EAST GEN.TRDG. L.L.C,AMERICAN HARVEST
6043555,PAKKADA DOCTOR,6291104225848,5.51,8.0,31.09%,9,Kitchen Tools,KHIARA STORE L.L.C,NO BRAND
6043556,POORIN DABBA STORAGE,6291101406813,10.5,14.0,25.00%,6,Kitchen Tools,KHIARA STORE L.L.C,NO BRAND
6043664,EXTRA BUBBLEMINT CHEWING GUM(PELLET)14GM,42247340,1.98,2.5001,20.96%,28,Gums,GULF TRADING & REFRIGERATING CO (L L C),WRIGLEYS
6043671,KAVIRAJ MILK PAN 18,6291101401887,21.52,28.0,23.13%,3,Kitchen Tools,KHIARA STORE L.L.C,KAVIRAJ
6043673,KAVIRAJ MILK PAN 14,6291101401863,16.27,21.95,25.85%,4,Kitchen Tools,KHIARA STORE L.L.C,KAVIRAJ
6043674,TAVETHA TURNER NO.7,6291101400828,3.94,5.95,33.82%,5,Kitchen Tools,KHIARA STORE L.L.C,NO BRAND
6043991,SADIA CHICKEN BURGER 224 GM,7891515432843,4.12,6.5,36.68%,-3,Chicken Burgers,FEDERAL FOODS LLC,SADIA
6043992,SADIA BEEF BURGER 224GM,7891515432867,5.65,6.5,13.14%,2,Beef Burgers,FEDERAL FOODS LLC,SADIA
6044878,STAPLER HP45,8901057333522,13.65,19.0,28.16%,5,Office Stationery,FAMILY STATIONERY LLC,NO BRAND
6044879,KANGARO STAPLER PIN 24/6,8901057524421,0.79,2.0,60.58%,36,Office Stationery,FAMILY STATIONERY LLC,KANGARO
6045154,RAJ ALU COOKING POT 6 33CM RATPL6,6291104226838,90.3,106.0,14.81%,2,ALUMINIUM/STEEL,KHIARA STORE L.L.C,RAJ
6045156,RAJ ALU COOKING POT 8 39CM RATPL8,6291104226852,122.85,140.0,12.25%,2,ALUMINIUM/STEEL,KHIARA STORE L.L.C,RAJ
6045157,RAJ ALU COOKING POT 9 42CM RATPL9,6291104226869,136.5,155.0,11.94%,1,ALUMINIUM/STEEL,KHIARA STORE L.L.C,RAJ
6045158,TIGER ALUM TOPE NO. 1,6291101407452,6.82,9.95,31.41%,9,ALUMINIUM/STEEL,KHIARA STORE L.L.C,TIGER ALUM
6045159,TIGER ALUM TOPE NO 2,6291101409173,8.72,12.5,30.22%,8,ALUMINIUM/STEEL,KHIARA STORE L.L.C,TIGER ALUM
6045160,TIGER ALUM TOPE NO 3,6291101409265,11.63,18.5,37.13%,8,ALUMINIUM/STEEL,KHIARA STORE L.L.C,TIGER ALUM
